,start,end,duration,timedelta,seconds
174,2024-01-06 19:05:13+00:00,2024-01-06 19:05:33+00:00,20.0,4 days 00:45:09,348309.0
175,2024-01-06 19:06:14+00:00,2024-01-06 19:06:33+00:00,19.0,4 days 00:46:10,348370.0
176,2024-01-06 19:07:15+00:00,2024-01-06 19:07:33+00:00,18.0,4 days 00:47:11,348431.0
177,2024-01-06 19:08:16+00:00,2024-01-06 19:08:33+00:00,17.0,4 days 00:48:12,348492.0
178,2024-01-06 19:09:16+00:00,2024-01-06 19:09:33+00:00,17.0,4 days 00:49:12,348552.0
179,2024-01-07 01:16:04+00:00,2024-01-07 01:16:33+00:00,29.0,4 days 06:56:00,370560.0
180,2024-01-07 01:17:05+00:00,2024-01-07 01:17:34+00:00,29.0,4 days 06:57:01,370621.0
181,2024-01-07 01:18:05+00:00,2024-01-07 01:18:34+00:00,29.0,4 days 06:58:01,370681.0
182,2024-01-07 01:19:06+00:00,2024-01-07 01:19:34+00:00,28.0,4 days 06:59:02,370742.0
183,2024-01-07 01:20:06+00:00,2024-01-07 01:20:35+00:00,29.0,4 days 07:00:02,370802.0
184,2024-01-07 01:21:07+00:00,2024-01-07 01:21:35+00:00,28.0,4 days 07:01:03,370863.0
185,2024-01-07 01:22:07+00:00,2024-01-07 01:22:35+00:00,28.0,4 days 07:02:03,370923.0
186,2024-01-07 01:23:08+00:00,2024-01-07 01:23:36+00:00,28.0,4 days 07:03:04,370984.0
187,2024-01-07 01:24:08+00:00,2024-01-07 01:24:36+00:00,28.0,4 days 07:04:04,371044.0
188,2024-01-07 01:25:09+00:00,2024-01-07 01:25:36+00:00,27.0,4 days 07:05:05,371105.0
189,2024-01-07 01:26:10+00:00,2024-01-07 01:26:37+00:00,27.0,4 days 07:06:06,371166.0
190,2024-01-07 01:27:10+00:00,2024-01-07 01:27:37+00:00,27.0,4 days 07:07:06,371226.0
191,2024-01-07 01:28:11+00:00,2024-01-07 01:28:37+00:00,26.0,4 days 07:08:07,371287.0
192,2024-01-07 01:29:11+00:00,2024-01-07 01:29:13+00:00,2.0,4 days 07:09:07,371347.0
193,2024-01-07 07:35:04+00:00,2024-01-07 07:35:33+00:00,29.0,4 days 13:15:00,393300.0
194,2024-01-07 07:36:05+00:00,2024-01-07 07:36:33+00:00,28.0,4 days 13:16:01,393361.0
