CIC_AEM_VERS = 2.0
CREATION_DATE  = 2023-03-27T13:35:16.207
ORIGINATOR     = TOLOSAT

META_START

COMMENT days (MJD), sec (UTC), q0: real part, q1, q2, q3

OBJECT_NAME = IRIDIUM 172
OBJECT_ID = IRIDIUM 172

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = TAI
START_TIME = 2024-01-02T11:59:55.000
STOP_TIME = 2024-01-03T11:59:55.000
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = LAST

META_STOP
60311 44882.0 -0.319381 -0.253508  0.000000 0.913088
60311 44892.0 -0.315379 -0.250926  0.000000 0.915190
60311 44902.0 -0.311369 -0.248336  0.000000 0.917267
60311 44912.0 -0.307352 -0.245737  0.000000 0.919319
60311 44922.0 -0.303328 -0.243130  0.000000 0.921347
60311 44932.0 -0.299298 -0.240514  0.000000 0.923349
60311 44942.0 -0.295260 -0.237890  0.000000 0.925327
60311 44952.0 -0.291216 -0.235259  0.000000 0.927279
60311 44962.0 -0.287165 -0.232619  0.000000 0.929207
60311 44972.0 -0.283107 -0.229971  0.000000 0.931109
60311 44982.0 -0.279044 -0.227315  0.000000 0.932986
60311 44992.0 -0.274973 -0.224652  0.000000 0.934837
60311 45002.0 -0.270897 -0.221981  0.000000 0.936664
60311 45012.0 -0.266814 -0.219302  0.000000 0.938465
60311 45022.0 -0.262726 -0.216616  0.000000 0.940241
60311 45032.0 -0.258631 -0.213923  0.000000 0.941991
60311 45042.0 -0.254531 -0.211222  0.000000 0.943716
60311 45052.0 -0.250425 -0.208513  0.000000 0.945415
60311 45062.0 -0.246314 -0.205798  0.000000 0.947089
60311 45072.0 -0.242197 -0.203075  0.000000 0.948737
60311 45082.0 -0.238074 -0.200346  0.000000 0.950359
60311 45092.0 -0.233947 -0.197609  0.000000 0.951956
60311 45102.0 -0.229814 -0.194866  0.000000 0.953527
60311 45112.0 -0.225676 -0.192116  0.000000 0.955072
60311 45122.0 -0.221533 -0.189359  0.000000 0.956591
60311 45132.0 -0.217385 -0.186596  0.000000 0.958084
60311 45142.0 -0.213233 -0.183826  0.000000 0.959552
60311 45152.0 -0.209076 -0.181049  0.000000 0.960993
60311 45162.0 -0.204914 -0.178266  0.000000 0.962409
60311 45172.0 -0.200748 -0.175477  0.000000 0.963799
60311 45182.0 -0.196578 -0.172682  0.000000 0.965162
60311 45192.0 -0.192403 -0.169881  0.000000 0.966500
60311 45202.0 -0.188225 -0.167073  0.000000 0.967811
60311 45212.0 -0.184042 -0.164260  0.000000 0.969096
60311 45222.0 -0.179856 -0.161440  0.000000 0.970355
60311 45232.0 -0.175665 -0.158615  0.000000 0.971588
60311 45242.0 -0.171471 -0.155784  0.000000 0.972794
60311 45252.0 -0.167274 -0.152948  0.000000 0.973975
60311 45262.0 -0.163073 -0.150106  0.000000 0.975128
60311 45272.0 -0.158869 -0.147259  0.000000 0.976256
60311 45282.0 -0.154661 -0.144406  0.000000 0.977357
60311 45292.0 -0.150451 -0.141548  0.000000 0.978432
60311 45302.0 -0.146237 -0.138684  0.000000 0.979480
60311 45312.0 -0.142020 -0.135816  0.000000 0.980502
60311 45322.0 -0.137801 -0.132942  0.000000 0.981497
60311 45332.0 -0.133579 -0.130063  0.000000 0.982466
60311 45342.0 -0.129354 -0.127180  0.000000 0.983409
60311 45352.0 -0.125127 -0.124292  0.000000 0.984325
60311 45362.0 -0.120898 -0.121399  0.000000 0.985214
60311 45372.0 -0.116666 -0.118501  0.000000 0.986076
60311 45382.0 -0.112433 -0.115599  0.000000 0.986912
60311 45392.0 -0.108197 -0.112692  0.000000 0.987722
60311 45402.0 -0.103959 -0.109781  0.000000 0.988504
60311 45412.0 -0.099720 -0.106865  0.000000 0.989260
60311 45422.0 -0.095479 -0.103945  0.000000 0.989989
60311 45432.0 -0.091236 -0.101021  0.000000 0.990692
60311 45442.0 -0.086992 -0.098093  0.000000 0.991368
60311 45452.0 -0.082746 -0.095161  0.000000 0.992017
60311 45462.0 -0.078500 -0.092225  0.000000 0.992639
60311 45472.0 -0.074252 -0.089286  0.000000 0.993234
60311 45482.0 -0.070003 -0.086342  0.000000 0.993803
60311 45492.0 -0.065753 -0.083395  0.000000 0.994345
60311 45502.0 -0.061502 -0.080444  0.000000 0.994860
60311 45512.0 -0.057251 -0.077490  0.000000 0.995348
60311 45522.0 -0.052999 -0.074532  0.000000 0.995809
60311 45532.0 -0.048747 -0.071571  0.000000 0.996244
60311 45542.0 -0.044494 -0.068606  0.000000 0.996651
60311 45552.0 -0.040242 -0.065639  0.000000 0.997032
60311 45562.0 -0.035989 -0.062668  0.000000 0.997385
60311 45572.0 -0.031736 -0.059694  0.000000 0.997712
60311 45582.0 -0.027483 -0.056718  0.000000 0.998012
60311 45592.0 -0.023230 -0.053738  0.000000 0.998285
60311 45602.0 -0.018978 -0.050756  0.000000 0.998531
60311 45612.0 -0.014726 -0.047771  0.000000 0.998750
60311 45622.0 -0.010475 -0.044783  0.000000 0.998942
60311 45632.0 -0.006224 -0.041793  0.000000 0.999107
60311 45642.0 -0.001975 -0.038800  0.000000 0.999245
60311 45652.0  0.002274 -0.035805  0.000000 0.999356
60311 45662.0  0.006522 -0.032808  0.000000 0.999440
60311 45672.0  0.010769 -0.029808  0.000000 0.999498
60311 45682.0  0.015014 -0.026806  0.000000 0.999528
60311 45692.0  0.019259 -0.023803  0.000000 0.999531
60311 45702.0  0.023501 -0.020797  0.000000 0.999507
60311 45712.0  0.027742 -0.017789  0.000000 0.999457
60311 45722.0  0.031982 -0.014779  0.000000 0.999379
60311 45732.0  0.036219 -0.011768  0.000000 0.999275
60311 45742.0  0.040455 -0.008755  0.000000 0.999143
60311 45752.0  0.044689 -0.005741  0.000000 0.998984
60311 45762.0  0.048920 -0.002725  0.000000 0.998799
60311 45772.0  0.053149  0.000293 -0.000000 0.998587
60311 45782.0  0.057376  0.003312 -0.000000 0.998347
60311 45792.0  0.061601  0.006332 -0.000000 0.998081
60311 45802.0  0.065822  0.009353 -0.000000 0.997788
60311 45812.0  0.070042  0.012375 -0.000000 0.997467
60311 45822.0  0.074258  0.015399 -0.000000 0.997120
60311 45832.0  0.078471  0.018423 -0.000000 0.996746
60311 45842.0  0.082681  0.021448 -0.000000 0.996345
60311 45852.0  0.086888  0.024474 -0.000000 0.995917
60311 45862.0  0.091092  0.027501 -0.000000 0.995463
60311 45872.0  0.095292  0.030528 -0.000000 0.994981
60311 45882.0  0.099489  0.033556 -0.000000 0.994473
60311 45892.0  0.103682  0.036584 -0.000000 0.993937
60311 45902.0  0.107872  0.039613 -0.000000 0.993375
60311 45912.0  0.112057  0.042642 -0.000000 0.992786
60311 45922.0  0.116239  0.045672 -0.000000 0.992171
60311 45932.0  0.120417  0.048701 -0.000000 0.991528
60311 45942.0  0.124590  0.051731 -0.000000 0.990859
60311 45952.0  0.128759  0.054760 -0.000000 0.990163
60311 45962.0  0.132924  0.057789 -0.000000 0.989440
60311 45972.0  0.137084  0.060819 -0.000000 0.988691
60311 45982.0  0.141239  0.063848 -0.000000 0.987914
60311 45992.0  0.145390  0.066877 -0.000000 0.987112
60311 46002.0  0.149536  0.069905 -0.000000 0.986282
60311 46012.0  0.153677  0.072933 -0.000000 0.985426
60311 46022.0  0.157812  0.075960 -0.000000 0.984543
60311 46032.0  0.161943  0.078987 -0.000000 0.983634
60311 46042.0  0.166068  0.082013 -0.000000 0.982698
60311 46052.0  0.170188  0.085038 -0.000000 0.981736
60311 46062.0  0.174302  0.088063 -0.000000 0.980747
60311 46072.0  0.178410  0.091086 -0.000000 0.979731
60311 46082.0  0.182513  0.094109 -0.000000 0.978689
60311 46092.0  0.186610  0.097130 -0.000000 0.977621
60311 46102.0  0.190700  0.100150 -0.000000 0.976526
60311 46112.0  0.194785  0.103169 -0.000000 0.975405
60311 46122.0  0.198863  0.106187 -0.000000 0.974257
60311 46132.0  0.202935  0.109203 -0.000000 0.973084
60311 46142.0  0.207001  0.112218 -0.000000 0.971884
