,start,end,duration,timedelta,seconds
128,2023-02-13 23:17:26,2023-02-13 23:17:36,10.0,10 days 15:18:00,919080.0
129,2023-02-13 23:18:06,2023-02-13 23:18:16,10.0,10 days 15:18:40,919120.0
130,2023-02-14 02:00:56,2023-02-14 02:02:36,100.0,10 days 18:01:30,928890.0
131,2023-02-14 03:29:56,2023-02-14 03:30:06,10.0,10 days 19:30:30,934230.0
132,2023-02-14 06:17:16,2023-02-14 06:19:36,140.0,10 days 22:17:50,944270.0
133,2023-02-14 06:20:06,2023-02-14 06:22:07,120.0,10 days 22:20:40,944440.0
134,2023-02-14 09:43:26,2023-02-14 09:44:46,80.0,11 days 01:44:00,956640.0
135,2023-02-14 10:12:26,2023-02-14 10:14:36,130.0,11 days 02:13:00,958380.0
136,2023-02-14 11:45:26,2023-02-14 11:47:46,140.0,11 days 03:46:00,963960.0
137,2023-02-14 12:42:16,2023-02-14 12:43:16,60.0,11 days 04:42:50,967370.0
138,2023-02-14 15:06:06,2023-02-14 15:06:26,20.0,11 days 07:06:40,976000.0
139,2023-02-14 17:39:06,2023-02-14 17:40:36,90.0,11 days 09:39:40,985180.0
140,2023-02-14 22:08:26,2023-02-14 22:09:26,60.0,11 days 14:09:00,1001340.0
141,2023-02-15 00:34:46,2023-02-15 00:35:26,40.0,11 days 16:35:20,1010120.0
142,2023-02-15 02:19:27,2023-02-15 02:20:26,60.0,11 days 18:20:01,1016401.0
143,2023-02-15 07:13:26,2023-02-15 07:14:36,70.0,11 days 23:14:00,1034040.0
144,2023-02-15 08:39:36,2023-02-15 08:40:46,70.0,12 days 00:40:10,1039210.0
145,2023-02-15 10:14:16,2023-02-15 10:15:17,60.0,12 days 02:14:50,1044890.0
146,2023-02-15 11:36:56,2023-02-15 11:38:26,90.0,12 days 03:37:30,1049850.0
147,2023-02-15 13:13:46,2023-02-15 13:14:56,70.0,12 days 05:14:20,1055660.0
148,2023-02-15 15:36:16,2023-02-15 15:37:36,80.0,12 days 07:36:50,1064210.0
149,2023-02-15 18:47:06,2023-02-15 18:48:16,70.0,12 days 10:47:40,1075660.0
150,2023-02-15 20:20:56,2023-02-15 20:22:26,90.0,12 days 12:21:30,1081290.0
151,2023-02-15 21:10:26,2023-02-15 21:10:26,0.0,12 days 13:11:00,1084260.0
152,2023-02-15 21:11:16,2023-02-15 21:11:16,0.0,12 days 13:11:50,1084310.0
153,2023-02-16 04:15:56,2023-02-16 04:17:06,70.0,12 days 20:16:30,1109790.0
154,2023-02-16 06:35:56,2023-02-16 06:37:36,100.0,12 days 22:36:30,1118190.0
155,2023-02-16 11:41:06,2023-02-16 11:41:16,10.0,13 days 03:41:40,1136500.0
156,2023-02-16 14:04:26,2023-02-16 14:05:16,50.0,13 days 06:05:00,1145100.0
157,2023-02-16 16:53:16,2023-02-16 16:55:06,110.0,13 days 08:53:50,1155230.0
158,2023-02-16 18:31:56,2023-02-16 18:32:06,10.0,13 days 10:32:30,1161150.0
159,2023-02-16 18:32:46,2023-02-16 18:32:56,10.0,13 days 10:33:20,1161200.0
160,2023-02-16 19:19:36,2023-02-16 19:19:36,0.0,13 days 11:20:10,1164010.0
161,2023-02-16 19:58:16,2023-02-16 19:59:26,70.0,13 days 11:58:50,1166330.0
162,2023-02-16 20:52:36,2023-02-16 20:53:46,70.0,13 days 12:53:10,1169590.0
163,2023-02-16 22:27:16,2023-02-16 22:28:16,60.0,13 days 14:27:50,1175270.0
164,2023-02-16 22:28:46,2023-02-16 22:29:26,40.0,13 days 14:29:20,1175360.0
165,2023-02-17 00:10:56,2023-02-17 00:11:46,50.0,13 days 16:11:30,1181490.0
166,2023-02-17 00:39:26,2023-02-17 00:40:26,60.0,13 days 16:40:00,1183200.0
167,2023-02-17 01:50:06,2023-02-17 01:51:36,90.0,13 days 17:50:40,1187440.0
168,2023-02-17 02:08:46,2023-02-17 02:10:56,130.0,13 days 18:09:20,1188560.0
169,2023-02-17 06:58:36,2023-02-17 07:00:36,120.0,13 days 22:59:10,1205950.0
170,2023-02-17 07:54:16,2023-02-17 07:54:56,40.0,13 days 23:54:50,1209290.0
171,2023-02-17 14:46:36,2023-02-17 14:47:56,80.0,14 days 06:47:10,1234030.0
172,2023-02-17 16:00:06,2023-02-17 16:00:36,30.0,14 days 08:00:40,1238440.0
173,2023-02-17 18:24:26,2023-02-17 18:25:36,70.0,14 days 10:25:00,1247100.0
174,2023-02-17 18:27:26,2023-02-17 18:27:56,30.0,14 days 10:28:00,1247280.0
175,2023-02-17 19:22:27,2023-02-17 19:23:26,60.0,14 days 11:23:01,1250581.0
176,2023-02-17 20:03:46,2023-02-17 20:04:46,60.0,14 days 12:04:20,1253060.0
177,2023-02-17 20:25:37,2023-02-17 20:27:26,110.0,14 days 12:26:11,1254371.0
178,2023-02-17 22:09:56,2023-02-17 22:11:16,80.0,14 days 14:10:30,1260630.0
179,2023-02-17 23:00:36,2023-02-17 23:00:36,0.0,14 days 15:01:10,1263670.0
180,2023-02-17 23:18:16,2023-02-17 23:18:57,40.0,14 days 15:18:50,1264730.0
181,2023-02-18 02:08:46,2023-02-18 02:10:06,80.0,14 days 18:09:20,1274960.0
182,2023-02-18 03:18:56,2023-02-18 03:19:26,30.0,14 days 19:19:30,1279170.0
183,2023-02-18 03:58:06,2023-02-18 03:58:46,40.0,14 days 19:58:40,1281520.0
184,2023-02-18 06:52:26,2023-02-18 06:53:16,50.0,14 days 22:53:00,1291980.0
185,2023-02-18 08:39:56,2023-02-18 08:40:16,20.0,15 days 00:40:30,1298430.0
186,2023-02-18 13:12:36,2023-02-18 13:13:46,70.0,15 days 05:13:10,1314790.0
187,2023-02-18 13:14:56,2023-02-18 13:14:56,0.0,15 days 05:15:30,1314930.0
188,2023-02-18 15:13:26,2023-02-18 15:13:26,0.0,15 days 07:14:00,1322040.0
189,2023-02-18 21:16:16,2023-02-18 21:16:36,20.0,15 days 13:16:50,1343810.0
190,2023-02-19 00:39:36,2023-02-19 00:41:17,100.0,15 days 16:40:10,1356010.0
191,2023-02-19 00:52:47,2023-02-19 00:54:36,110.0,15 days 16:53:21,1356801.0
192,2023-02-19 01:18:16,2023-02-19 01:19:46,90.0,15 days 17:18:50,1358330.0
193,2023-02-19 01:47:56,2023-02-19 01:50:16,140.0,15 days 17:48:30,1360110.0
194,2023-02-19 03:26:27,2023-02-19 03:27:36,70.0,15 days 19:27:01,1366021.0
195,2023-02-19 03:27:56,2023-02-19 03:28:26,30.0,15 days 19:28:30,1366110.0
196,2023-02-19 04:35:36,2023-02-19 04:37:17,100.0,15 days 20:36:10,1370170.0
197,2023-02-19 07:25:16,2023-02-19 07:26:06,50.0,15 days 23:25:50,1380350.0
198,2023-02-19 07:39:26,2023-02-19 07:41:07,100.0,15 days 23:40:00,1381200.0
199,2023-02-19 09:24:06,2023-02-19 09:25:26,80.0,16 days 01:24:40,1387480.0
200,2023-02-19 10:33:46,2023-02-19 10:34:56,70.0,16 days 02:34:20,1391660.0
201,2023-02-19 12:35:56,2023-02-19 12:38:16,140.0,16 days 04:36:30,1398990.0
202,2023-02-19 16:02:06,2023-02-19 16:04:17,130.0,16 days 08:02:40,1411360.0
203,2023-02-19 16:17:26,2023-02-19 16:18:56,90.0,16 days 08:18:00,1412280.0
204,2023-02-19 16:43:06,2023-02-19 16:45:36,150.0,16 days 08:43:40,1413820.0
205,2023-02-19 17:41:36,2023-02-19 17:42:36,60.0,16 days 09:42:10,1417330.0
206,2023-02-19 20:31:26,2023-02-19 20:33:06,100.0,16 days 12:32:00,1427520.0
207,2023-02-19 20:42:56,2023-02-19 20:44:56,120.0,16 days 12:43:30,1428210.0
208,2023-02-20 02:32:26,2023-02-20 02:33:17,50.0,16 days 18:33:00,1449180.0
209,2023-02-20 02:35:16,2023-02-20 02:36:26,70.0,16 days 18:35:50,1449350.0
210,2023-02-20 03:05:46,2023-02-20 03:07:36,110.0,16 days 19:06:20,1451180.0
211,2023-02-20 04:59:56,2023-02-20 05:01:36,100.0,16 days 21:00:30,1458030.0
212,2023-02-20 05:57:56,2023-02-20 05:59:56,120.0,16 days 21:58:30,1461510.0
213,2023-02-20 08:43:06,2023-02-20 08:43:36,30.0,17 days 00:43:40,1471420.0
214,2023-02-20 12:41:17,2023-02-20 12:42:26,70.0,17 days 04:41:51,1485711.0
215,2023-02-20 14:14:56,2023-02-20 14:16:26,90.0,17 days 06:15:30,1491330.0
216,2023-02-20 17:14:56,2023-02-20 17:17:26,150.0,17 days 09:15:30,1502130.0
217,2023-02-20 17:18:06,2023-02-20 17:20:26,140.0,17 days 09:18:40,1502320.0
218,2023-02-20 20:32:26,2023-02-20 20:34:06,100.0,17 days 12:33:00,1513980.0
219,2023-02-20 23:27:36,2023-02-20 23:28:16,40.0,17 days 15:28:10,1524490.0
220,2023-02-21 03:54:46,2023-02-21 03:56:16,90.0,17 days 19:55:20,1540520.0
221,2023-02-21 07:48:26,2023-02-21 07:49:17,50.0,17 days 23:49:00,1554540.0
